timestamp,meter_reading
2016-01-31 10:00,48.65
2016-01-31 11:00,51.16
2016-01-31 12:00,56.62
2016-01-31 13:00,74.58
2016-01-31 14:00,72.25
2016-01-31 15:00,80.14
2016-01-31 16:00,75
2016-01-31 17:00,76.88
2016-01-31 18:00,84.3
2016-01-31 19:00,78.49
2016-01-31 20:00,83.35
2016-01-31 21:00,62.64
2016-01-31 22:00,64.25
2016-01-31 23:00,51.33
2016-02-01 0:00,28.49
2016-02-01 1:00,27.54
2016-02-01 2:00,26.5
2016-02-01 3:00,26.25
2016-02-01 4:00,26.16
2016-02-01 5:00,35.62
2016-02-01 6:00,44.76
2016-02-01 7:00,48.98
2016-02-01 8:00,62.64
2016-02-01 9:00,68.14
2016-02-01 10:00,70.64
2016-02-01 11:00,73.94
2016-02-01 12:00,86.67
2016-02-01 13:00,92.24
2016-02-01 14:00,92.23
2016-02-01 15:00,89.32
2016-02-01 16:00,87.77
2016-02-01 17:00,86.89
2016-02-01 18:00,85.32
2016-02-01 19:00,80.86
2016-02-01 20:00,78.33
2016-02-01 21:00,77.95
2016-02-01 22:00,74.5
2016-02-01 23:00,61.02
2016-02-02 0:00,35.8
2016-02-02 1:00,43.11
2016-02-02 2:00,36.77
2016-02-02 3:00,31.15
2016-02-02 4:00,29.92
2016-02-02 5:00,38.7
2016-02-02 6:00,42.73
2016-02-02 7:00,46.48
2016-02-02 8:00,63.68
2016-02-02 9:00,71.72
2016-02-02 10:00,77.29
2016-02-02 11:00,81.45
2016-02-02 12:00,83.67
2016-02-02 13:00,82.17
2016-02-02 14:00,80.95
2016-02-02 15:00,80.04
2016-02-02 16:00,79.63
2016-02-02 17:00,76.91
2016-02-02 18:00,77.46
2016-02-02 19:00,82.87
2016-02-02 20:00,84.49
2016-02-02 21:00,79.49
2016-02-02 22:00,76.32
2016-02-02 23:00,61.79
2016-02-03 0:00,29.01
2016-02-03 1:00,35.15
2016-02-03 2:00,27.57
2016-02-03 3:00,25.33
2016-02-03 4:00,24.18
2016-02-03 5:00,32.75
2016-02-03 6:00,40.95
2016-02-03 7:00,44.48
2016-02-03 8:00,59.79
2016-02-03 9:00,62.43
2016-02-03 10:00,67.39
2016-02-03 11:00,69.17
2016-02-03 12:00,70.53
2016-02-03 13:00,74.86
2016-02-03 14:00,75.69
2016-02-03 15:00,74.1
2016-02-03 16:00,74.9
2016-02-03 17:00,72.59
2016-02-03 18:00,72.8
2016-02-03 19:00,70.58
2016-02-03 20:00,69.31
2016-02-03 21:00,67.15
2016-02-03 22:00,65.89
2016-02-03 23:00,54.79
2016-02-04 0:00,37.91
2016-02-04 1:00,36.24
2016-02-04 2:00,31.69
2016-02-04 3:00,29.89
2016-02-04 4:00,29.74
2016-02-04 5:00,38.47
2016-02-04 6:00,43.25
2016-02-04 7:00,46.25
2016-02-04 8:00,59.6
2016-02-04 9:00,67.74
2016-02-04 10:00,70.89
2016-02-04 11:00,74.27
2016-02-04 12:00,76.8
2016-02-04 13:00,76.24
2016-02-04 14:00,75.9
2016-02-04 15:00,74.57
2016-02-04 16:00,72.53
2016-02-04 17:00,70.61
2016-02-04 18:00,71.68
2016-02-04 19:00,69.92
2016-02-04 20:00,68.94
2016-02-04 21:00,64.36
2016-02-04 22:00,62.31
2016-02-04 23:00,48.89
2016-02-05 0:00,30.65
2016-02-05 1:00,28.95
2016-02-05 2:00,24.04
2016-02-05 3:00,23.58
2016-02-05 4:00,23.68
2016-02-05 5:00,32.22
2016-02-05 6:00,40.7
2016-02-05 7:00,43.86
2016-02-05 8:00,56.69
2016-02-05 9:00,63.57
2016-02-05 10:00,67.42
2016-02-05 11:00,70.25
2016-02-05 12:00,70.95
2016-02-05 13:00,91.18
2016-02-05 14:00,89.99
2016-02-05 15:00,88.24
2016-02-05 16:00,91.62
2016-02-05 17:00,80.08
2016-02-05 18:00,70.53
2016-02-05 19:00,54.83
2016-02-05 20:00,54.68
2016-02-05 21:00,45.69
2016-02-05 22:00,47.78
2016-02-05 23:00,41.05
2016-02-06 0:00,26.06
2016-02-06 1:00,27.46
2016-02-06 2:00,24.05
2016-02-06 3:00,23.73
2016-02-06 4:00,23.63
2016-02-06 5:00,31.41
2016-02-06 6:00,37.26
2016-02-06 7:00,36.91
2016-02-06 8:00,33.41
2016-02-06 9:00,32.52
2016-02-06 10:00,33.12
2016-02-06 11:00,41.95
2016-02-06 12:00,56.37
2016-02-06 13:00,61.25
2016-02-06 14:00,65.96
2016-02-06 15:00,75.72
2016-02-06 16:00,69.75
2016-02-06 17:00,70.65
2016-02-06 18:00,75.05
2016-02-06 19:00,51.2
2016-02-06 20:00,42.55
2016-02-06 21:00,40.98
2016-02-06 22:00,42.04
2016-02-06 23:00,38.61
2016-02-07 0:00,26.16
2016-02-07 1:00,25.23
2016-02-07 2:00,24.36
2016-02-07 3:00,24
2016-02-07 4:00,24
2016-02-07 5:00,32.19
2016-02-07 6:00,37.54
2016-02-07 7:00,36.8
2016-02-07 8:00,31.87
2016-02-07 9:00,31.01
2016-02-07 10:00,32.06
2016-02-07 11:00,33.64
2016-02-07 12:00,51.5
2016-02-07 13:00,54.27
2016-02-07 14:00,68.27
2016-02-07 15:00,72.06
2016-02-07 16:00,68.87
2016-02-07 17:00,77.48
2016-02-07 18:00,71.83
2016-02-07 19:00,76.75
2016-02-07 20:00,71.13
2016-02-07 21:00,54.11
2016-02-07 22:00,49.69
2016-02-07 23:00,38.2
2016-02-08 0:00,26.28
2016-02-08 1:00,25.38
2016-02-08 2:00,24.62
2016-02-08 3:00,24.33
2016-02-08 4:00,24.3
2016-02-08 5:00,32.94
2016-02-08 6:00,40.17
2016-02-08 7:00,43.91
2016-02-08 8:00,54.06
2016-02-08 9:00,60.62
2016-02-08 10:00,66.68
2016-02-08 11:00,87.92
2016-02-08 12:00,88.82
2016-02-08 13:00,100.38
2016-02-08 14:00,93.77
2016-02-08 15:00,105.38
2016-02-08 16:00,94.89
2016-02-08 17:00,102.13
2016-02-08 18:00,99.29
2016-02-08 19:00,91.6
2016-02-08 20:00,86.09
