timestamp,building_id,meter,meter_reading,site_id,primary_use,square_feet,year_built,floor_count
2016-05-20 03:00:00,157.0,0.0,36.52,2.0,Office,5258.0,1968.0,
2016-05-20 04:00:00,157.0,0.0,36.38,2.0,Office,5258.0,1968.0,
2016-05-20 05:00:00,157.0,0.0,73.35,2.0,Office,5258.0,1968.0,
2016-05-20 06:00:00,157.0,0.0,88.37,2.0,Office,5258.0,1968.0,
2016-05-20 07:00:00,157.0,0.0,90.66,2.0,Office,5258.0,1968.0,
2016-05-20 08:00:00,157.0,0.0,98.71,2.0,Office,5258.0,1968.0,
2016-05-20 09:00:00,157.0,0.0,114.19,2.0,Office,5258.0,1968.0,
2016-05-20 10:00:00,157.0,0.0,117.48,2.0,Office,5258.0,1968.0,
2016-05-20 11:00:00,157.0,0.0,117.55,2.0,Office,5258.0,1968.0,
2016-05-20 12:00:00,157.0,0.0,129.04,2.0,Office,5258.0,1968.0,
2016-05-20 13:00:00,157.0,0.0,129.28,2.0,Office,5258.0,1968.0,
2016-05-20 14:00:00,157.0,0.0,132.5,2.0,Office,5258.0,1968.0,
2016-05-20 15:00:00,157.0,0.0,135.25,2.0,Office,5258.0,1968.0,
2016-05-20 16:00:00,157.0,0.0,135.49,2.0,Office,5258.0,1968.0,
2016-05-20 17:00:00,157.0,0.0,117.26,2.0,Office,5258.0,1968.0,
2016-05-20 18:00:00,157.0,0.0,114.39,2.0,Office,5258.0,1968.0,
2016-05-20 19:00:00,157.0,0.0,104.23,2.0,Office,5258.0,1968.0,
2016-05-20 20:00:00,157.0,0.0,107.3,2.0,Office,5258.0,1968.0,
2016-05-20 21:00:00,157.0,0.0,104.38,2.0,Office,5258.0,1968.0,
2016-05-20 22:00:00,157.0,0.0,100.71,2.0,Office,5258.0,1968.0,
2016-05-20 23:00:00,157.0,0.0,90.44,2.0,Office,5258.0,1968.0,
2016-05-21 00:00:00,157.0,0.0,38.77,2.0,Office,5258.0,1968.0,
2016-05-21 01:00:00,157.0,0.0,36.82,2.0,Office,5258.0,1968.0,
2016-05-21 02:00:00,157.0,0.0,37.58,2.0,Office,5258.0,1968.0,
2016-05-21 03:00:00,157.0,0.0,36.57,2.0,Office,5258.0,1968.0,
2016-05-21 04:00:00,157.0,0.0,37.06,2.0,Office,5258.0,1968.0,
2016-05-21 05:00:00,157.0,0.0,70.67,2.0,Office,5258.0,1968.0,
2016-05-21 06:00:00,157.0,0.0,82.57,2.0,Office,5258.0,1968.0,
2016-05-21 07:00:00,157.0,0.0,88.16,2.0,Office,5258.0,1968.0,
2016-05-21 08:00:00,157.0,0.0,86.72,2.0,Office,5258.0,1968.0,
2016-05-21 09:00:00,157.0,0.0,85.4,2.0,Office,5258.0,1968.0,
2016-05-21 10:00:00,157.0,0.0,87.21,2.0,Office,5258.0,1968.0,
2016-05-21 11:00:00,157.0,0.0,95.58,2.0,Office,5258.0,1968.0,
2016-05-21 12:00:00,157.0,0.0,94.49,2.0,Office,5258.0,1968.0,
2016-05-21 13:00:00,157.0,0.0,95.25,2.0,Office,5258.0,1968.0,
2016-05-21 14:00:00,157.0,0.0,101.62,2.0,Office,5258.0,1968.0,
2016-05-21 15:00:00,157.0,0.0,94.97,2.0,Office,5258.0,1968.0,
2016-05-21 16:00:00,157.0,0.0,102.6,2.0,Office,5258.0,1968.0,
2016-05-21 17:00:00,157.0,0.0,98.52,2.0,Office,5258.0,1968.0,
2016-05-21 18:00:00,157.0,0.0,92.18,2.0,Office,5258.0,1968.0,
2016-05-21 19:00:00,157.0,0.0,95.84,2.0,Office,5258.0,1968.0,
2016-05-21 20:00:00,157.0,0.0,90.91,2.0,Office,5258.0,1968.0,
2016-05-21 21:00:00,157.0,0.0,95.71,2.0,Office,5258.0,1968.0,
2016-05-21 22:00:00,157.0,0.0,90.9,2.0,Office,5258.0,1968.0,
2016-05-21 23:00:00,157.0,0.0,81.05,2.0,Office,5258.0,1968.0,
2016-05-22 00:00:00,157.0,0.0,38.19,2.0,Office,5258.0,1968.0,
2016-05-22 01:00:00,157.0,0.0,36.93,2.0,Office,5258.0,1968.0,
2016-05-22 02:00:00,157.0,0.0,36.59,2.0,Office,5258.0,1968.0,
2016-05-22 03:00:00,157.0,0.0,36.43,2.0,Office,5258.0,1968.0,
2016-05-22 04:00:00,157.0,0.0,35.91,2.0,Office,5258.0,1968.0,
2016-05-22 05:00:00,157.0,0.0,39.68,2.0,Office,5258.0,1968.0,
2016-05-22 06:00:00,157.0,0.0,48.01,2.0,Office,5258.0,1968.0,
2016-05-22 07:00:00,157.0,0.0,71.39,2.0,Office,5258.0,1968.0,
2016-05-22 08:00:00,157.0,0.0,87.13,2.0,Office,5258.0,1968.0,
2016-05-22 09:00:00,157.0,0.0,82.08,2.0,Office,5258.0,1968.0,
2016-05-22 10:00:00,157.0,0.0,82.56,2.0,Office,5258.0,1968.0,
2016-05-22 11:00:00,157.0,0.0,98.56,2.0,Office,5258.0,1968.0,
2016-05-22 12:00:00,157.0,0.0,102.58,2.0,Office,5258.0,1968.0,
2016-05-22 13:00:00,157.0,0.0,105.91,2.0,Office,5258.0,1968.0,
2016-05-22 14:00:00,157.0,0.0,111.44,2.0,Office,5258.0,1968.0,
2016-05-22 15:00:00,157.0,0.0,110.61,2.0,Office,5258.0,1968.0,
2016-05-22 16:00:00,157.0,0.0,114.22,2.0,Office,5258.0,1968.0,
2016-05-22 17:00:00,157.0,0.0,113.39,2.0,Office,5258.0,1968.0,
2016-05-22 18:00:00,157.0,0.0,110.43,2.0,Office,5258.0,1968.0,
2016-05-22 19:00:00,157.0,0.0,107.9,2.0,Office,5258.0,1968.0,
2016-05-22 20:00:00,157.0,0.0,97.45,2.0,Office,5258.0,1968.0,
2016-05-22 21:00:00,157.0,0.0,101.43,2.0,Office,5258.0,1968.0,
2016-05-22 22:00:00,157.0,0.0,95.1,2.0,Office,5258.0,1968.0,
2016-05-22 23:00:00,157.0,0.0,84.79,2.0,Office,5258.0,1968.0,
2016-05-23 00:00:00,157.0,0.0,30.18,2.0,Office,5258.0,1968.0,
2016-05-23 01:00:00,157.0,0.0,29.16,2.0,Office,5258.0,1968.0,
2016-05-23 02:00:00,157.0,0.0,10.2,2.0,Office,5258.0,1968.0,
2016-05-23 03:00:00,157.0,0.0,9.45,2.0,Office,5258.0,1968.0,
2016-05-23 04:00:00,157.0,0.0,17.64,2.0,Office,5258.0,1968.0,
2016-05-23 05:00:00,157.0,0.0,41.34,2.0,Office,5258.0,1968.0,
2016-05-23 06:00:00,157.0,0.0,52.36,2.0,Office,5258.0,1968.0,
2016-05-23 07:00:00,157.0,0.0,67.53,2.0,Office,5258.0,1968.0,
2016-05-23 08:00:00,157.0,0.0,109.47,2.0,Office,5258.0,1968.0,
2016-05-23 09:00:00,157.0,0.0,111.57,2.0,Office,5258.0,1968.0,
2016-05-23 10:00:00,157.0,0.0,107.98,2.0,Office,5258.0,1968.0,
2016-05-23 11:00:00,157.0,0.0,119.88,2.0,Office,5258.0,1968.0,
2016-05-23 12:00:00,157.0,0.0,116.82,2.0,Office,5258.0,1968.0,
2016-05-23 13:00:00,157.0,0.0,109.58,2.0,Office,5258.0,1968.0,
2016-05-23 14:00:00,157.0,0.0,114.88,2.0,Office,5258.0,1968.0,
2016-05-23 15:00:00,157.0,0.0,112.42,2.0,Office,5258.0,1968.0,
2016-05-23 16:00:00,157.0,0.0,130.31,2.0,Office,5258.0,1968.0,
2016-05-23 17:00:00,157.0,0.0,123.75,2.0,Office,5258.0,1968.0,
2016-05-23 18:00:00,157.0,0.0,116.34,2.0,Office,5258.0,1968.0,
2016-05-23 19:00:00,157.0,0.0,109.84,2.0,Office,5258.0,1968.0,
2016-05-23 20:00:00,157.0,0.0,111.3,2.0,Office,5258.0,1968.0,
2016-05-23 21:00:00,157.0,0.0,107.56,2.0,Office,5258.0,1968.0,
2016-05-23 22:00:00,157.0,0.0,91.2,2.0,Office,5258.0,1968.0,
2016-05-23 23:00:00,157.0,0.0,80.1,2.0,Office,5258.0,1968.0,
2016-05-24 00:00:00,157.0,0.0,43.6,2.0,Office,5258.0,1968.0,
2016-05-24 01:00:00,157.0,0.0,44.09,2.0,Office,5258.0,1968.0,
2016-05-24 02:00:00,157.0,0.0,42.07,2.0,Office,5258.0,1968.0,
2016-05-24 03:00:00,157.0,0.0,41.01,2.0,Office,5258.0,1968.0,
2016-05-24 04:00:00,157.0,0.0,41.12,2.0,Office,5258.0,1968.0,
2016-05-24 05:00:00,157.0,0.0,43.52,2.0,Office,5258.0,1968.0,
2016-05-24 06:00:00,157.0,0.0,53.02,2.0,Office,5258.0,1968.0,
2016-05-24 07:00:00,157.0,0.0,87.59,2.0,Office,5258.0,1968.0,
2016-05-24 08:00:00,157.0,0.0,109.44,2.0,Office,5258.0,1968.0,
2016-05-24 09:00:00,157.0,0.0,107.96,2.0,Office,5258.0,1968.0,
2016-05-24 10:00:00,157.0,0.0,114.28,2.0,Office,5258.0,1968.0,
2016-05-24 11:00:00,157.0,0.0,123.52,2.0,Office,5258.0,1968.0,
2016-05-24 12:00:00,157.0,0.0,119.72,2.0,Office,5258.0,1968.0,
2016-05-24 13:00:00,157.0,0.0,122.73,2.0,Office,5258.0,1968.0,
2016-05-24 14:00:00,157.0,0.0,121.97,2.0,Office,5258.0,1968.0,
2016-05-24 15:00:00,157.0,0.0,115.61,2.0,Office,5258.0,1968.0,
2016-05-24 16:00:00,157.0,0.0,125.56,2.0,Office,5258.0,1968.0,
2016-05-24 17:00:00,157.0,0.0,123.24,2.0,Office,5258.0,1968.0,
2016-05-24 18:00:00,157.0,0.0,118.12,2.0,Office,5258.0,1968.0,
2016-05-24 19:00:00,157.0,0.0,108.11,2.0,Office,5258.0,1968.0,
2016-05-24 20:00:00,157.0,0.0,112.87,2.0,Office,5258.0,1968.0,
2016-05-24 21:00:00,157.0,0.0,109.8,2.0,Office,5258.0,1968.0,
2016-05-24 22:00:00,157.0,0.0,97.98,2.0,Office,5258.0,1968.0,
2016-05-24 23:00:00,157.0,0.0,91.68,2.0,Office,5258.0,1968.0,
2016-05-25 00:00:00,157.0,0.0,38.87,2.0,Office,5258.0,1968.0,
2016-05-25 01:00:00,157.0,0.0,37.88,2.0,Office,5258.0,1968.0,
2016-05-25 02:00:00,157.0,0.0,37.41,2.0,Office,5258.0,1968.0,
2016-05-25 03:00:00,157.0,0.0,37.42,2.0,Office,5258.0,1968.0,
2016-05-25 04:00:00,157.0,0.0,29.85,2.0,Office,5258.0,1968.0,
2016-05-25 05:00:00,157.0,0.0,39.97,2.0,Office,5258.0,1968.0,
2016-05-25 06:00:00,157.0,0.0,51.41,2.0,Office,5258.0,1968.0,
2016-05-25 07:00:00,157.0,0.0,62.21,2.0,Office,5258.0,1968.0,
2016-05-25 08:00:00,157.0,0.0,115.79,2.0,Office,5258.0,1968.0,
2016-05-25 09:00:00,157.0,0.0,112.61,2.0,Office,5258.0,1968.0,
2016-05-25 10:00:00,157.0,0.0,112.61,2.0,Office,5258.0,1968.0,
2016-05-25 11:00:00,157.0,0.0,123.13,2.0,Office,5258.0,1968.0,
2016-05-25 12:00:00,157.0,0.0,108.5,2.0,Office,5258.0,1968.0,
2016-05-25 13:00:00,157.0,0.0,113.76,2.0,Office,5258.0,1968.0,
2016-05-25 14:00:00,157.0,0.0,108.25,2.0,Office,5258.0,1968.0,
2016-05-25 15:00:00,157.0,0.0,124.64,2.0,Office,5258.0,1968.0,
2016-05-25 16:00:00,157.0,0.0,122.35,2.0,Office,5258.0,1968.0,
2016-05-25 17:00:00,157.0,0.0,123.24,2.0,Office,5258.0,1968.0,
2016-05-25 18:00:00,157.0,0.0,108.36,2.0,Office,5258.0,1968.0,
2016-05-25 19:00:00,157.0,0.0,108.64,2.0,Office,5258.0,1968.0,
2016-05-25 20:00:00,157.0,0.0,88.87,2.0,Office,5258.0,1968.0,
2016-05-25 21:00:00,157.0,0.0,94.16,2.0,Office,5258.0,1968.0,
2016-05-25 22:00:00,157.0,0.0,86.38,2.0,Office,5258.0,1968.0,
2016-05-25 23:00:00,157.0,0.0,70.59,2.0,Office,5258.0,1968.0,
2016-05-26 00:00:00,157.0,0.0,45.28,2.0,Office,5258.0,1968.0,
2016-05-26 01:00:00,157.0,0.0,45.74,2.0,Office,5258.0,1968.0,
2016-05-26 02:00:00,157.0,0.0,42.46,2.0,Office,5258.0,1968.0,
2016-05-26 03:00:00,157.0,0.0,41.5,2.0,Office,5258.0,1968.0,
2016-05-26 04:00:00,157.0,0.0,36.49,2.0,Office,5258.0,1968.0,
2016-05-26 05:00:00,157.0,0.0,43.3,2.0,Office,5258.0,1968.0,
2016-05-26 06:00:00,157.0,0.0,55.37,2.0,Office,5258.0,1968.0,
2016-05-26 07:00:00,157.0,0.0,59.38,2.0,Office,5258.0,1968.0,
2016-05-26 08:00:00,157.0,0.0,113.34,2.0,Office,5258.0,1968.0,
2016-05-26 09:00:00,157.0,0.0,118.12,2.0,Office,5258.0,1968.0,
2016-05-26 10:00:00,157.0,0.0,114.3,2.0,Office,5258.0,1968.0,
2016-05-26 11:00:00,157.0,0.0,127.9,2.0,Office,5258.0,1968.0,
2016-05-26 12:00:00,157.0,0.0,119.81,2.0,Office,5258.0,1968.0,
2016-05-26 13:00:00,157.0,0.0,107.94,2.0,Office,5258.0,1968.0,
2016-05-26 14:00:00,157.0,0.0,113.46,2.0,Office,5258.0,1968.0,
2016-05-26 15:00:00,157.0,0.0,107.83,2.0,Office,5258.0,1968.0,
2016-05-26 16:00:00,157.0,0.0,119.37,2.0,Office,5258.0,1968.0,
2016-05-26 17:00:00,157.0,0.0,107.85,2.0,Office,5258.0,1968.0,
2016-05-26 18:00:00,157.0,0.0,109.07,2.0,Office,5258.0,1968.0,
2016-05-26 19:00:00,157.0,0.0,92.73,2.0,Office,5258.0,1968.0,
2016-05-26 20:00:00,157.0,0.0,99.3,2.0,Office,5258.0,1968.0,
2016-05-26 21:00:00,157.0,0.0,94.57,2.0,Office,5258.0,1968.0,
2016-05-26 22:00:00,157.0,0.0,84.72,2.0,Office,5258.0,1968.0,
2016-05-26 23:00:00,157.0,0.0,76.11,2.0,Office,5258.0,1968.0,
2016-05-27 00:00:00,157.0,0.0,39.21,2.0,Office,5258.0,1968.0,
2016-05-27 01:00:00,157.0,0.0,37.69,2.0,Office,5258.0,1968.0,
2016-05-27 02:00:00,157.0,0.0,37.14,2.0,Office,5258.0,1968.0,
2016-05-27 03:00:00,157.0,0.0,37.45,2.0,Office,5258.0,1968.0,
2016-05-27 04:00:00,157.0,0.0,27.11,2.0,Office,5258.0,1968.0,
2016-05-27 05:00:00,157.0,0.0,39.29,2.0,Office,5258.0,1968.0,
2016-05-27 06:00:00,157.0,0.0,50.83,2.0,Office,5258.0,1968.0,
2016-05-27 07:00:00,157.0,0.0,68.84,2.0,Office,5258.0,1968.0,
2016-05-27 08:00:00,157.0,0.0,109.92,2.0,Office,5258.0,1968.0,
2016-05-27 09:00:00,157.0,0.0,107.9,2.0,Office,5258.0,1968.0,
2016-05-27 10:00:00,157.0,0.0,114.76,2.0,Office,5258.0,1968.0,
2016-05-27 11:00:00,157.0,0.0,101.88,2.0,Office,5258.0,1968.0,
2016-05-27 12:00:00,157.0,0.0,113.88,2.0,Office,5258.0,1968.0,
2016-05-27 13:00:00,157.0,0.0,114.43,2.0,Office,5258.0,1968.0,
2016-05-27 14:00:00,157.0,0.0,115.78,2.0,Office,5258.0,1968.0,
2016-05-27 15:00:00,157.0,0.0,120.07,2.0,Office,5258.0,1968.0,
2016-05-27 16:00:00,157.0,0.0,131.49,2.0,Office,5258.0,1968.0,
2016-05-27 17:00:00,157.0,0.0,108.83,2.0,Office,5258.0,1968.0,
2016-05-27 18:00:00,157.0,0.0,96.76,2.0,Office,5258.0,1968.0,
2016-05-27 19:00:00,157.0,0.0,96.39,2.0,Office,5258.0,1968.0,
2016-05-27 20:00:00,157.0,0.0,97.83,2.0,Office,5258.0,1968.0,
2016-05-27 21:00:00,157.0,0.0,88.7,2.0,Office,5258.0,1968.0,
2016-05-27 22:00:00,157.0,0.0,82.21,2.0,Office,5258.0,1968.0,
2016-05-27 23:00:00,157.0,0.0,79.38,2.0,Office,5258.0,1968.0,
2016-05-28 00:00:00,157.0,0.0,66.33,2.0,Office,5258.0,1968.0,
2016-05-28 01:00:00,157.0,0.0,93.46,2.0,Office,5258.0,1968.0,
2016-05-28 02:00:00,157.0,0.0,76.66,2.0,Office,5258.0,1968.0,
2016-05-28 03:00:00,157.0,0.0,74.4,2.0,Office,5258.0,1968.0,
2016-05-28 04:00:00,157.0,0.0,75.34,2.0,Office,5258.0,1968.0,
2016-05-28 05:00:00,157.0,0.0,79.11,2.0,Office,5258.0,1968.0,
