timestamp,meter_reading,site_id,air_temperature,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
2016-01-02 01:00:00,54.19022173913044,2.0,17.2,0.0,0.0,1018.1,250.0,2.1
2016-01-02 02:00:00,56.07037826086955,2.0,14.4,0.6,0.0,1018.9,250.0,2.1
2016-01-02 03:00:00,56.74928695652175,2.0,12.2,0.6,0.0,1019.2,210.0,1.5
2016-01-02 04:00:00,58.25876086956522,2.0,11.7,0.6,0.0,1019.4,0.0,0.0
2016-01-02 05:00:00,60.13495869565216,2.0,11.7,0.0,0.0,1019.8,0.0,0.0
2016-01-02 06:00:00,63.83848478260868,2.0,11.1,0.0,0.0,1019.9,0.0,0.0
2016-01-02 07:00:00,71.5015304347826,2.0,10.6,0.6,0.0,1019.9,90.0,3.1
2016-01-02 08:00:00,70.62342608695653,2.0,11.1,0.6,0.0,1019.9,100.0,3.1
2016-01-02 09:00:00,69.2506891304348,2.0,10.0,0.6,0.0,1019.5,100.0,2.6
2016-01-02 10:00:00,71.45220217391301,2.0,10.6,0.6,0.0,1019.4,80.0,3.6
2016-01-02 11:00:00,71.72358260869566,2.0,11.1,0.6,0.0,1019.4,90.0,4.1
2016-01-02 12:00:00,74.58344782608695,2.0,10.0,0.6,0.0,1019.7,110.0,2.1
2016-01-02 13:00:00,74.11006956521739,2.0,10.0,0.6,0.0,1019.9,110.0,3.1
2016-01-02 14:00:00,73.67138260869567,2.0,9.4,0.6,0.0,1020.2,100.0,3.6
2016-01-02 15:00:00,74.10136739130438,2.0,10.6,0.6,0.0,1020.8,90.0,4.1
2016-01-02 16:00:00,72.13426739130436,2.0,12.2,0.0,0.0,1020.9,80.0,6.2
2016-01-02 17:00:00,66.31061521739129,2.0,14.4,0.0,0.0,1021.3,80.0,7.7
2016-01-02 18:00:00,67.0903913043478,2.0,16.1,0.0,0.0,1021.3,70.0,7.7
2016-01-02 19:00:00,62.60322826086957,2.0,17.8,-0.6,0.0,1020.5,100.0,5.1
2016-01-02 20:00:00,61.03096086956521,2.0,18.9,-0.6,0.0,1018.9,100.0,5.7
2016-01-02 21:00:00,60.93771739130433,2.0,20.6,-0.6,0.0,1017.8,100.0,4.1
2016-01-02 22:00:00,59.06206739130434,2.0,20.6,-1.1,0.0,1017.1,100.0,3.1
2016-01-02 23:00:00,55.05325217391305,2.0,20.6,-1.7,0.0,1016.6,110.0,2.1
2016-01-03 00:00:00,53.62508695652175,2.0,20.0,-1.1,0.0,1016.4,70.0,2.6
2016-01-03 01:00:00,53.236015217391284,2.0,18.9,-1.1,0.0,1016.4,60.0,3.1
2016-01-03 02:00:00,53.79913260869563,2.0,16.7,-0.6,0.0,1016.8,80.0,3.6
2016-01-03 03:00:00,54.65203695652175,2.0,15.6,-0.6,0.0,1017.5,90.0,2.6
2016-01-03 04:00:00,56.8376652173913,2.0,15.0,-0.6,0.0,1018.2,100.0,2.1
2016-01-03 05:00:00,56.89597173913044,2.0,13.9,0.0,0.0,1018.5,110.0,3.1
2016-01-03 06:00:00,57.12314565217391,2.0,13.3,0.6,0.0,1018.7,100.0,2.6
2016-01-03 07:00:00,63.79835434782609,2.0,12.2,0.6,0.0,1018.4,100.0,3.1
2016-01-03 08:00:00,66.11367173913045,2.0,11.7,0.6,0.0,1018.5,130.0,2.1
2016-01-03 09:00:00,65.20690869565217,2.0,12.2,0.6,0.0,1018.1,80.0,4.1
2016-01-03 10:00:00,65.66828695652171,2.0,11.7,0.0,0.0,1018.2,90.0,2.6
2016-01-03 11:00:00,68.89344782608693,2.0,12.2,0.0,0.0,1018.2,100.0,2.6
2016-01-03 12:00:00,71.66669565217391,2.0,12.2,0.0,0.0,1017.5,100.0,3.1
2016-01-03 13:00:00,72.48290869565217,2.0,12.2,0.0,0.0,1017.3,90.0,4.6
2016-01-03 14:00:00,74.04285217391305,2.0,11.7,0.0,0.0,1018.1,90.0,3.6
2016-01-03 15:00:00,72.37478478260867,2.0,11.7,0.0,0.0,1018.6,90.0,4.1
2016-01-03 16:00:00,68.83602608695654,2.0,13.3,0.6,0.0,1019.1,90.0,5.1
2016-01-03 17:00:00,63.524621739130424,2.0,15.6,0.0,0.0,1019.5,80.0,7.2
2016-01-03 18:00:00,64.70536086956523,2.0,17.8,0.0,0.0,1018.8,90.0,7.2
2016-01-03 19:00:00,62.71474680851065,2.0,18.9,0.6,0.0,1017.8,90.0,4.6
2016-01-03 20:00:00,62.76397446808508,2.0,19.4,0.0,0.0,1016.4,60.0,3.6
2016-01-03 21:00:00,63.93199782608696,2.0,21.1,0.0,0.0,1014.6,90.0,4.6
2016-01-03 22:00:00,62.37448695652173,2.0,21.1,0.0,0.0,1013.7,80.0,5.7
2016-01-03 23:00:00,59.4165,2.0,21.1,-0.6,0.0,1013.2,80.0,4.1
2016-01-04 00:00:00,57.002039130434774,2.0,20.6,-1.1,0.0,1012.8,70.0,5.7
2016-01-04 01:00:00,56.80119347826086,2.0,19.4,-2.2,0.0,1012.7,70.0,4.6
2016-01-04 02:00:00,57.61464782608696,2.0,18.3,-2.2,0.0,1012.1,80.0,4.6
2016-01-04 03:00:00,61.01347826086956,2.0,18.3,-2.8,0.0,1011.8,80.0,5.1
2016-01-04 04:00:00,65.65158913043477,2.0,17.2,-2.2,0.0,1011.7,80.0,2.6
2016-01-04 05:00:00,72.56141304347825,2.0,17.2,-1.7,0.0,1011.5,70.0,2.1
2016-01-04 06:00:00,78.18901304347825,2.0,16.7,-1.7,0.0,1011.5,90.0,3.1
2016-01-04 07:00:00,83.26084222222221,2.0,16.7,-1.7,0.0,1011.2,110.0,1.5
2016-01-04 08:00:00,86.81623260869569,2.0,15.6,-1.1,0.0,1010.7,110.0,2.6
2016-01-04 09:00:00,88.11479565217388,2.0,16.1,-0.6,0.0,1009.6,90.0,4.6
2016-01-04 10:00:00,89.46202978723406,2.0,15.0,-0.6,0.0,1010.1,110.0,2.1
2016-01-04 11:00:00,90.97505531914892,2.0,15.6,-0.6,0.0,1009.4,120.0,2.6
2016-01-04 12:00:00,89.51212553191488,2.0,15.6,2.2,3.0,1009.2,0.0,0.0
2016-01-04 13:00:00,85.8877978723404,2.0,13.9,4.4,0.0,1009.4,270.0,1.5
2016-01-04 14:00:00,85.11717021276594,2.0,14.4,3.3,0.0,1009.8,0.0,0.0
2016-01-04 15:00:00,84.93823404255319,2.0,13.9,2.8,0.0,1010.0,80.0,4.6
2016-01-04 16:00:00,85.12699787234044,2.0,13.9,3.9,0.0,1010.7,100.0,2.6
2016-01-04 17:00:00,78.58549787234044,2.0,15.0,3.3,0.0,1011.5,120.0,3.6
2016-01-04 18:00:00,74.76297021276595,2.0,16.1,3.9,0.0,1011.9,140.0,7.2
2016-01-04 19:00:00,71.94021063829787,2.0,13.3,7.8,8.0,1012.5,140.0,7.7
2016-01-04 20:00:00,68.12703404255318,2.0,12.2,9.4,18.0,1011.0,90.0,5.7
2016-01-04 21:00:00,67.1959760869565,2.0,13.3,9.4,0.0,1010.3,120.0,6.7
2016-01-04 22:00:00,60.93314999999999,2.0,13.9,8.9,-1.0,1009.9,110.0,6.7
2016-01-04 23:00:00,58.05444130434783,2.0,14.4,8.3,0.0,1009.9,90.0,4.6
2016-01-05 00:00:00,57.38350000000001,2.0,14.4,7.8,0.0,1010.0,110.0,3.1
2016-01-05 01:00:00,58.30756304347827,2.0,14.4,8.3,-1.0,1010.3,90.0,2.6
2016-01-05 02:00:00,58.478578260869554,2.0,13.9,9.4,8.0,1011.1,350.0,2.6
2016-01-05 03:00:00,58.91465869565215,2.0,12.2,10.6,13.0,1011.8,350.0,4.1
2016-01-05 04:00:00,59.71573695652175,2.0,11.7,10.6,20.0,1011.9,90.0,3.6
2016-01-05 05:00:00,63.84370425531914,2.0,11.7,10.0,-1.0,1012.4,100.0,3.6
2016-01-05 06:00:00,72.78722978723405,2.0,11.7,10.0,0.0,1012.9,110.0,2.6
2016-01-05 07:00:00,78.07192608695652,2.0,11.7,10.0,-1.0,1013.0,110.0,4.6
2016-01-05 08:00:00,80.00068695652173,2.0,11.7,9.4,0.0,1013.0,120.0,3.1
2016-01-05 09:00:00,82.34175319148935,2.0,11.7,10.0,0.0,1013.0,110.0,1.5
2016-01-05 10:00:00,83.6858723404255,2.0,11.7,9.4,0.0,1013.2,130.0,4.6
2016-01-05 11:00:00,84.66602127659574,2.0,11.1,9.4,0.0,1013.2,100.0,3.6
2016-01-05 12:00:00,83.52004255319147,2.0,11.1,9.4,0.0,1013.0,90.0,4.6
2016-01-05 13:00:00,84.7041255319149,2.0,11.1,9.4,0.0,1012.9,80.0,5.1
2016-01-05 14:00:00,85.73552340425532,2.0,11.1,9.4,0.0,1013.6,90.0,4.1
2016-01-05 15:00:00,85.94191489361702,2.0,11.1,8.9,0.0,1014.0,90.0,4.1
2016-01-05 16:00:00,88.57794680851065,2.0,11.7,8.9,0.0,1014.3,100.0,3.6
2016-01-05 17:00:00,81.74034893617021,2.0,11.7,9.4,0.0,1014.8,100.0,4.6
2016-01-05 18:00:00,76.24404255319148,2.0,12.8,11.1,-1.0,1014.8,110.0,4.6
2016-01-05 19:00:00,72.36204468085106,2.0,13.3,10.0,0.0,1014.2,140.0,4.1
2016-01-05 20:00:00,69.58810638297875,2.0,12.8,11.1,5.0,1013.3,120.0,2.6
2016-01-05 21:00:00,69.49868478260868,2.0,13.9,11.7,-1.0,1011.7,110.0,2.6
2016-01-05 22:00:00,62.83364782608697,2.0,13.9,11.7,-1.0,1011.7,80.0,3.6
2016-01-05 23:00:00,60.23306521739131,2.0,13.9,11.7,0.0,1011.4,80.0,4.1
2016-01-06 00:00:00,57.94921956521738,2.0,13.3,11.7,3.0,1011.4,90.0,3.1
2016-01-06 01:00:00,58.322247826086944,2.0,13.3,12.2,-1.0,1011.4,90.0,2.1
2016-01-06 02:00:00,58.74589130434785,2.0,13.3,12.2,3.0,1011.4,100.0,3.1
2016-01-06 03:00:00,59.191769565217406,2.0,12.8,11.7,0.0,1011.4,110.0,3.6
2016-01-06 04:00:00,61.17513913043478,2.0,13.3,11.7,0.0,1011.4,80.0,3.1
2016-01-06 05:00:00,65.12596170212768,2.0,13.3,12.2,-1.0,1011.1,140.0,4.6
2016-01-06 06:00:00,74.48510652173913,2.0,13.3,11.7,13.0,1010.8,160.0,4.1
2016-01-06 07:00:00,77.42832826086956,2.0,12.8,11.7,5.0,1010.5,160.0,3.6
2016-01-06 08:00:00,80.32198723404255,2.0,12.8,11.7,-1.0,1010.2,130.0,2.1
2016-01-06 09:00:00,82.12531276595745,2.0,12.8,11.1,5.0,1009.7,120.0,3.6
2016-01-06 10:00:00,84.25414680851067,2.0,12.8,11.1,0.0,1009.0,110.0,4.6
2016-01-06 11:00:00,84.82145957446811,2.0,10.6,8.3,25.0,1010.0,250.0,4.6
2016-01-06 12:00:00,86.62054468085104,2.0,10.6,8.3,5.0,1010.0,0.0,0.0
2016-01-06 13:00:00,86.06821489361704,2.0,10.6,7.8,-1.0,1010.8,60.0,2.1
2016-01-06 14:00:00,85.52551276595747,2.0,10.0,7.8,0.0,1012.1,140.0,4.1
2016-01-06 15:00:00,86.4043489361702,2.0,10.0,8.3,0.0,1013.2,130.0,2.6
2016-01-06 16:00:00,85.35812127659575,2.0,10.6,8.3,0.0,1014.0,150.0,3.6
2016-01-06 17:00:00,82.740385106383,2.0,12.2,7.8,0.0,1014.8,230.0,2.6
2016-01-06 18:00:00,78.20299787234042,2.0,13.3,6.1,0.0,1015.4,220.0,5.1
2016-01-06 19:00:00,73.27009148936169,2.0,14.4,5.6,0.0,1014.9,220.0,3.6
2016-01-06 20:00:00,71.01845531914894,2.0,15.0,5.0,0.0,1014.3,230.0,6.2
2016-01-06 21:00:00,70.28231956521739,2.0,14.4,5.0,0.0,1014.0,250.0,5.7
2016-01-06 22:00:00,63.53702826086956,2.0,15.0,4.4,0.0,1014.1,230.0,5.1
2016-01-06 23:00:00,61.12161956521739,2.0,15.0,3.9,0.0,1013.8,280.0,2.6
2016-01-07 00:00:00,60.02730652173915,2.0,15.0,4.4,0.0,1014.3,300.0,2.1
2016-01-07 01:00:00,59.32767608695654,2.0,14.4,3.9,0.0,1014.3,290.0,2.1
2016-01-07 02:00:00,60.1057804347826,2.0,14.4,4.4,0.0,1014.4,330.0,1.5
2016-01-07 03:00:00,60.34356739130436,2.0,13.3,5.6,0.0,1014.5,90.0,2.1
2016-01-07 04:00:00,63.0613260869565,2.0,12.2,5.6,0.0,1014.3,80.0,3.6
2016-01-07 05:00:00,69.36671304347827,2.0,11.7,6.7,0.0,1014.8,90.0,2.6
2016-01-07 06:00:00,74.5324086956522,2.0,11.7,6.1,-1.0,1014.9,110.0,2.1
2016-01-07 07:00:00,78.88605000000003,2.0,10.6,7.8,3.0,1013.7,90.0,4.1
2016-01-07 08:00:00,82.50092173913043,2.0,10.6,6.7,-1.0,1014.1,160.0,2.6
2016-01-07 09:00:00,84.24099574468086,2.0,10.6,7.2,3.0,1013.3,150.0,4.1
2016-01-07 10:00:00,84.57334255319148,2.0,10.0,7.2,-1.0,1013.0,110.0,4.1
2016-01-07 11:00:00,84.94512978723405,2.0,10.0,7.8,-1.0,1012.4,90.0,3.6
2016-01-07 12:00:00,85.10306382978726,2.0,10.0,8.3,3.0,1011.9,80.0,3.6
2016-01-07 13:00:00,84.33454893617021,2.0,10.0,8.9,8.0,1011.4,110.0,3.6
2016-01-07 14:00:00,84.2564574468085,2.0,10.0,8.9,3.0,1011.4,130.0,3.1
2016-01-07 15:00:00,86.0818510638298,2.0,10.0,8.3,-1.0,1010.4,130.0,3.6
2016-01-07 16:00:00,85.47226170212768,2.0,11.1,7.8,5.0,1011.5,0.0,0.0
2016-01-07 17:00:00,79.65235531914892,2.0,9.4,7.8,66.0,1012.3,230.0,4.1
2016-01-07 18:00:00,74.32902340425531,2.0,10.0,7.8,8.0,1012.2,190.0,1.5
2016-01-07 19:00:00,72.45222978723403,2.0,10.0,7.2,36.0,1011.1,210.0,5.1
2016-01-07 20:00:00,70.45621489361702,2.0,10.6,7.2,-1.0,1009.9,270.0,8.2
2016-01-07 21:00:00,70.06807608695652,2.0,11.1,6.7,-1.0,1008.8,220.0,1.5
2016-01-07 22:00:00,64.57880217391305,2.0,11.7,5.6,0.0,1008.5,140.0,2.1
2016-01-07 23:00:00,61.63756521739129,2.0,11.7,6.7,-1.0,1008.4,140.0,3.1
2016-01-08 00:00:00,59.60716956521741,2.0,10.0,7.8,18.0,1008.9,140.0,3.1
2016-01-08 01:00:00,59.57721739130433,2.0,10.0,7.2,5.0,1009.2,140.0,2.1
2016-01-08 02:00:00,60.06065652173914,2.0,9.4,8.3,0.0,1009.5,180.0,2.6
2016-01-08 03:00:00,61.25000000000002,2.0,9.4,8.3,0.0,1009.9,80.0,2.1
2016-01-08 04:00:00,63.39482826086954,2.0,9.4,5.6,0.0,1010.1,230.0,2.1
2016-01-08 05:00:00,70.02630652173912,2.0,9.4,6.1,0.0,1010.4,0.0,0.0
2016-01-08 06:00:00,77.27389347826087,2.0,8.9,7.2,0.0,1010.6,90.0,2.1
2016-01-08 07:00:00,83.56277999999998,2.0,8.9,5.0,-1.0,1010.5,310.0,2.1
2016-01-08 08:00:00,87.6681422222222,2.0,8.3,5.6,0.0,1010.3,240.0,1.5
2016-01-08 09:00:00,89.22882826086956,2.0,8.3,6.1,0.0,1010.1,220.0,1.5
2016-01-08 10:00:00,88.78700212765959,2.0,7.8,5.6,0.0,1010.2,0.0,0.0
2016-01-08 11:00:00,87.1419595744681,2.0,7.8,5.6,0.0,1009.9,0.0,0.0
2016-01-08 12:00:00,85.35690212765957,2.0,7.8,6.1,0.0,1009.9,90.0,1.5
2016-01-08 13:00:00,84.65144042553189,2.0,7.8,6.1,0.0,1010.3,90.0,2.1
2016-01-08 14:00:00,84.87444893617021,2.0,7.8,6.1,0.0,1011.2,0.0,0.0
2016-01-08 15:00:00,85.28987872340427,2.0,7.8,6.1,0.0,1011.9,80.0,2.1
2016-01-08 16:00:00,84.57634042553192,2.0,8.3,6.1,-1.0,1012.8,0.0,0.0
2016-01-08 17:00:00,80.86999148936168,2.0,9.4,6.1,0.0,1013.8,0.0,0.0
2016-01-08 18:00:00,76.97696382978725,2.0,10.0,5.0,0.0,1014.3,0.0,0.0
2016-01-08 19:00:00,76.30124468085106,2.0,10.6,5.0,0.0,1014.1,270.0,1.5
2016-01-08 20:00:00,73.66146382978722,2.0,12.2,3.9,0.0,1013.4,270.0,4.6
2016-01-08 21:00:00,68.94880869565218,2.0,11.7,3.3,0.0,1013.4,240.0,3.6
2016-01-08 22:00:00,62.36256521739132,2.0,12.2,4.4,0.0,1013.5,220.0,3.6
2016-01-08 23:00:00,58.97257826086957,2.0,13.3,4.4,0.0,1013.8,240.0,5.1
2016-01-09 00:00:00,59.02384782608695,2.0,12.2,3.3,0.0,1014.7,260.0,4.6
2016-01-09 01:00:00,59.07463260869566,2.0,11.7,3.3,0.0,1015.3,250.0,2.6
2016-01-09 02:00:00,59.47962173913044,2.0,11.1,5.0,0.0,1016.0,210.0,2.1
2016-01-09 03:00:00,59.86040217391305,2.0,11.7,3.9,0.0,1016.5,0.0,0.0
2016-01-09 04:00:00,60.014632608695656,2.0,10.6,6.1,-1.0,1017.2,90.0,2.6
2016-01-09 05:00:00,65.12259347826088,2.0,10.0,5.6,-1.0,1017.6,90.0,3.1
2016-01-09 06:00:00,69.16738043478263,2.0,10.0,6.1,0.0,1018.4,60.0,2.1
2016-01-09 07:00:00,78.20645869565216,2.0,8.9,6.1,0.0,1018.6,80.0,2.1
2016-01-09 08:00:00,77.66647173913044,2.0,8.3,6.1,0.0,1018.8,100.0,2.1
2016-01-09 09:00:00,75.53527173913044,2.0,7.8,6.1,0.0,1019.2,90.0,1.5
2016-01-09 10:00:00,74.6685891304348,2.0,7.2,5.6,0.0,1019.1,90.0,2.1
2016-01-09 11:00:00,74.67168260869569,2.0,6.7,5.0,0.0,1019.4,0.0,0.0
2016-01-09 12:00:00,73.24686956521741,2.0,6.1,5.0,0.0,1019.5,100.0,2.1
2016-01-09 13:00:00,74.27717173913042,2.0,6.1,4.4,0.0,1019.9,100.0,2.6
2016-01-09 14:00:00,74.98806304347825,2.0,6.1,3.9,0.0,1020.7,90.0,2.1
2016-01-09 15:00:00,71.82234565217392,2.0,5.6,3.9,0.0,1021.5,60.0,2.6
2016-01-09 16:00:00,69.99249347826085,2.0,6.7,4.4,0.0,1022.2,100.0,2.6
2016-01-09 17:00:00,70.17634130434782,2.0,8.9,4.4,0.0,1023.1,100.0,2.1
2016-01-09 18:00:00,72.79680217391306,2.0,11.1,5.0,0.0,1023.5,110.0,2.6
2016-01-09 19:00:00,67.24011086956521,2.0,11.7,4.4,0.0,1022.8,80.0,2.6
2016-01-09 20:00:00,65.52835000000003,2.0,13.3,4.4,0.0,1021.5,40.0,2.6
2016-01-09 21:00:00,62.91958260869564,2.0,13.3,3.3,0.0,1020.9,40.0,1.5
2016-01-09 22:00:00,60.50898913043478,2.0,13.3,3.3,0.0,1020.4,280.0,1.5
2016-01-09 23:00:00,58.64702391304348,2.0,14.4,2.2,0.0,1019.9,0.0,0.0
2016-01-10 00:00:00,58.83065869565217,2.0,14.4,2.2,0.0,1020.0,230.0,2.1
2016-01-10 01:00:00,58.85399565217393,2.0,12.8,3.3,0.0,1020.3,230.0,1.5
2016-01-10 02:00:00,59.70496521739128,2.0,11.7,4.4,0.0,1020.9,190.0,1.5
2016-01-10 03:00:00,60.81242391304347,2.0,11.1,5.0,0.0,1021.0,0.0,0.0
2016-01-10 04:00:00,62.8931804347826,2.0,10.6,5.0,0.0,1021.1,0.0,0.0
2016-01-10 05:00:00,64.65550217391305,2.0,9.4,5.6,0.0,1021.1,100.0,2.1
2016-01-10 06:00:00,66.80299782608695,2.0,8.9,5.0,0.0,1021.3,90.0,2.6
2016-01-10 07:00:00,72.91853260869566,2.0,7.8,5.0,0.0,1021.3,80.0,3.1
2016-01-10 08:00:00,71.89602173913045,2.0,7.2,4.4,0.0,1020.8,110.0,2.6
2016-01-10 09:00:00,70.1746847826087,2.0,7.8,3.9,0.0,1020.5,110.0,2.6
2016-01-10 10:00:00,69.07074130434783,2.0,6.7,3.9,0.0,1020.4,100.0,3.1
2016-01-10 11:00:00,68.44330217391304,2.0,6.7,3.9,0.0,1020.3,140.0,1.5
2016-01-10 12:00:00,66.84771739130434,2.0,7.2,3.9,0.0,1020.1,120.0,2.1
2016-01-10 13:00:00,66.98167173913042,2.0,6.7,3.9,0.0,1020.5,120.0,2.1
2016-01-10 14:00:00,67.0121847826087,2.0,7.2,3.9,0.0,1021.1,110.0,2.1
2016-01-10 15:00:00,66.52682391304347,2.0,7.2,3.3,0.0,1020.9,160.0,3.1
2016-01-10 16:00:00,65.91526956521737,2.0,7.8,3.9,0.0,1021.4,110.0,2.6
2016-01-10 17:00:00,66.2510652173913,2.0,8.9,3.3,0.0,1022.2,120.0,2.1
2016-01-10 18:00:00,68.73997826086956,2.0,10.0,3.9,0.0,1022.3,90.0,2.6
2016-01-10 19:00:00,67.39161304347826,2.0,11.1,2.8,0.0,1021.6,50.0,2.6
2016-01-10 20:00:00,66.6878760869565,2.0,11.7,2.8,0.0,1020.5,0.0,0.0
2016-01-10 21:00:00,67.48285652173915,2.0,12.8,2.8,0.0,1019.3,130.0,1.5
2016-01-10 22:00:00,65.98760652173914,2.0,13.3,2.2,0.0,1018.8,220.0,1.5
2016-01-10 23:00:00,62.94076739130434,2.0,13.3,2.8,0.0,1018.6,220.0,1.5
2016-01-11 00:00:00,62.02702173913042,2.0,13.3,2.2,0.0,1018.8,240.0,2.6
2016-01-11 01:00:00,62.52034347826088,2.0,12.8,1.7,0.0,1019.3,270.0,3.6
2016-01-11 02:00:00,64.06292608695654,2.0,12.2,4.4,0.0,1019.6,250.0,2.1
2016-01-11 03:00:00,66.97925,2.0,12.2,3.9,0.0,1020.2,290.0,4.1
2016-01-11 04:00:00,72.2939586956522,2.0,11.7,3.3,0.0,1020.5,280.0,2.1
2016-01-11 05:00:00,78.26994782608695,2.0,9.4,5.6,0.0,1021.1,240.0,1.5
2016-01-11 06:00:00,84.2467377777778,2.0,8.3,5.6,0.0,1021.3,250.0,2.1
2016-01-11 07:00:00,90.48799111111113,2.0,7.8,5.0,0.0,1021.2,240.0,2.6
2016-01-11 08:00:00,93.53279111111112,2.0,7.2,5.0,0.0,1021.1,230.0,1.5
2016-01-11 09:00:00,92.69327333333332,2.0,7.8,4.4,0.0,1021.3,80.0,3.1
2016-01-11 10:00:00,96.17096888888891,2.0,6.7,4.4,0.0,1021.6,0.0,0.0
2016-01-11 11:00:00,98.68140222222229,2.0,6.7,4.4,0.0,1021.6,0.0,0.0
2016-01-11 12:00:00,94.9041347826087,2.0,5.0,3.9,0.0,1021.4,220.0,1.5
2016-01-11 13:00:00,96.11884565217396,2.0,5.0,3.3,0.0,1021.9,220.0,1.5
2016-01-11 14:00:00,98.39856304347828,2.0,5.0,3.3,0.0,1022.4,110.0,2.1
2016-01-11 15:00:00,99.6552108695652,2.0,5.6,3.3,0.0,1022.8,0.0,0.0
2016-01-11 16:00:00,96.4588695652174,2.0,6.7,5.0,0.0,1023.8,230.0,2.6
2016-01-11 17:00:00,89.1868456521739,2.0,10.0,3.9,0.0,1024.6,0.0,0.0
2016-01-11 18:00:00,83.82683043478261,2.0,11.7,0.0,0.0,1024.7,110.0,1.5
2016-01-11 19:00:00,78.51697021276594,2.0,12.8,-1.7,0.0,1024.0,40.0,1.5
2016-01-11 20:00:00,75.69991956521739,2.0,13.9,-1.1,0.0,1023.1,110.0,2.1
2016-01-11 21:00:00,73.96521956521737,2.0,14.4,-1.7,0.0,1022.5,0.0,0.0
2016-01-11 22:00:00,68.00106739130433,2.0,15.0,-3.3,0.0,1022.1,0.0,0.0
2016-01-11 23:00:00,65.11718043478258,2.0,15.6,-5.6,0.0,1021.9,260.0,2.1
2016-01-12 00:00:00,64.50489565217393,2.0,15.0,-5.6,0.0,1022.0,310.0,2.6
2016-01-12 01:00:00,64.36916521739131,2.0,13.3,0.0,0.0,1022.5,230.0,2.6
2016-01-12 02:00:00,64.52271956521739,2.0,11.7,1.7,0.0,1023.0,220.0,1.5
2016-01-12 03:00:00,64.86849565217389,2.0,11.7,-0.6,0.0,1023.2,280.0,1.5
2016-01-12 04:00:00,67.3015304347826,2.0,12.2,-2.2,0.0,1023.3,340.0,2.1
2016-01-12 05:00:00,75.04794782608697,2.0,8.9,2.2,0.0,1023.5,0.0,0.0
2016-01-12 06:00:00,86.00710681818182,2.0,8.3,1.7,0.0,1023.8,100.0,1.5
2016-01-12 07:00:00,90.79212222222222,2.0,7.8,1.1,0.0,1023.7,90.0,1.5
2016-01-12 08:00:00,93.8246695652174,2.0,6.7,1.7,0.0,1023.4,200.0,1.5
2016-01-12 09:00:00,93.30501304347828,2.0,6.7,1.1,0.0,1023.4,0.0,0.0
2016-01-12 10:00:00,96.1725195652174,2.0,6.7,0.6,0.0,1023.3,0.0,0.0
2016-01-12 11:00:00,98.42960217391304,2.0,5.0,0.6,0.0,1023.2,0.0,0.0
